joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-0.849711,-0.008669,-0.004216,0.790636,-0.518733,0.046357,0.233538,-0.332406,0.131640,0.703868,0.222135,1.148999,0.204860,-0.048890,-0.018883,2.216944,-0.646301,-0.143579,0.261800,1.949469,-0.268536,1.700000,1.361466,-0.141532,0.398182,-0.024957,-0.116194,0.135849,-0.166532
-0.849170,-0.007766,-0.004099,0.790794,-0.518448,0.046511,0.234465,-0.332505,0.130712,0.704011,0.221306,1.148963,0.206349,-0.049064,-0.018989,2.218787,-0.645613,-0.143293,0.261800,1.948900,-0.267541,1.700000,1.361770,-0.140788,0.397165,-0.025527,-0.116133,0.136072,-0.166644
-0.849037,-0.007189,-0.004026,0.790590,-0.518367,0.046818,0.234474,-0.332459,0.129874,0.703738,0.220846,1.148907,0.207982,-0.048864,-0.018775,2.220552,-0.644989,-0.143335,0.261800,1.948580,-0.266508,1.700000,1.362131,-0.139800,0.396390,-0.026046,-0.115974,0.136601,-0.166243
-0.849050,-0.006575,-0.003894,0.789730,-0.518618,0.047737,0.233731,-0.332995,0.128561,0.703210,0.219966,1.148825,0.210061,-0.049166,-0.018124,2.221996,-0.645211,-0.143437,0.261800,1.948459,-0.266264,1.700000,1.362668,-0.139607,0.396395,-0.026781,-0.115645,0.137539,-0.165542
-0.848939,-0.005979,-0.003766,0.789219,-0.518569,0.048627,0.233304,-0.333174,0.127240,0.702502,0.219197,1.148756,0.212146,-0.049267,-0.017560,2.223293,-0.645416,-0.143609,0.261800,1.948348,-0.266057,1.700000,1.363090,-0.139451,0.396031,-0.027694,-0.115373,0.137902,-0.164673
-0.848578,-0.005420,-0.003646,0.789407,-0.517921,0.049460,0.233511,-0.332642,0.125900,0.701433,0.218651,1.148712,0.214241,-0.048965,-0.017174,2.224298,-0.645588,-0.143918,0.261800,1.948257,-0.265920,1.700000,1.363285,-0.139366,0.394927,-0.028961,-0.115212,0.137114,-0.163465
-0.848122,-0.004832,-0.003648,0.789329,-0.517640,0.050313,0.233737,-0.332484,0.124682,0.700192,0.217803,1.148644,0.216415,-0.048211,-0.016719,2.225366,-0.646067,-0.144207,0.261800,1.948571,-0.265617,1.700000,1.363321,-0.139972,0.393787,-0.029908,-0.115061,0.136345,-0.162160
-0.847617,-0.004230,-0.003711,0.789119,-0.517544,0.051175,0.233973,-0.332511,0.123525,0.698866,0.216806,1.148566,0.218629,-0.047232,-0.016230,2.226466,-0.646701,-0.144487,0.261800,1.949087,-0.265233,1.700000,1.363278,-0.140923,0.392629,-0.030696,-0.114915,0.135585,-0.160806
-0.847310,-0.003940,-0.003628,0.789198,-0.516856,0.052395,0.233313,-0.332235,0.122297,0.698224,0.216104,1.148504,0.221099,-0.046626,-0.016627,2.227213,-0.647640,-0.145081,0.261800,1.949398,-0.265365,1.700000,1.362633,-0.141112,0.391821,-0.031071,-0.114562,0.135403,-0.159401
-0.847150,-0.003503,-0.003571,0.789046,-0.516281,0.053804,0.232721,-0.332367,0.120953,0.697044,0.215212,1.148426,0.223764,-0.045810,-0.017012,2.228019,-0.648807,-0.145716,0.261800,1.949820,-0.265566,1.700000,1.361864,-0.141228,0.391083,-0.031721,-0.114236,0.135313,-0.157974
-0.847284,-0.002769,-0.003563,0.788431,-0.515931,0.055592,0.232266,-0.333317,0.119379,0.694786,0.213942,1.148316,0.226816,-0.044573,-0.017374,2.228941,-0.650429,-0.146434,0.261800,1.950463,-0.265905,1.700000,1.360847,-0.141200,0.390485,-0.032924,-0.113965,0.135406,-0.156505
-0.847221,-0.002723,-0.003339,0.789017,-0.515619,0.057034,0.232781,-0.333123,0.118072,0.694853,0.213352,1.148231,0.229087,-0.044380,-0.017046,2.229600,-0.652103,-0.146181,0.261800,1.950574,-0.266720,1.700000,1.359116,-0.141094,0.389791,-0.033923,-0.114170,0.135627,-0.155651
-0.847061,-0.003019,-0.003007,0.790204,-0.515327,0.058302,0.233782,-0.332356,0.116898,0.696083,0.213102,1.148160,0.230967,-0.044709,-0.016373,2.230127,-0.653803,-0.145443,0.261800,1.950420,-0.267772,1.700000,1.357027,-0.140947,0.389048,-0.034820,-0.114613,0.135912,-0.155104
-0.847359,-0.003385,-0.003030,0.790620,-0.515041,0.059544,0.234123,-0.332093,0.116165,0.696320,0.211794,1.148095,0.233070,-0.044527,-0.014572,2.230772,-0.654938,-0.144994,0.261800,1.950681,-0.268414,1.700000,1.356522,-0.140596,0.388699,-0.034956,-0.114533,0.136620,-0.154248
-0.847418,-0.003603,-0.003008,0.791122,-0.514777,0.060988,0.234485,-0.331875,0.115152,0.696401,0.210691,1.148022,0.235248,-0.044362,-0.013077,2.231286,-0.656309,-0.144764,0.261800,1.950920,-0.269192,1.700000,1.355840,-0.140305,0.388371,-0.035322,-0.114603,0.136736,-0.153685
-0.846998,-0.003527,-0.002895,0.791796,-0.514556,0.062837,0.234891,-0.331745,0.113578,0.696169,0.209997,1.147934,0.237573,-0.044229,-0.012193,2.231537,-0.658150,-0.144968,0.261800,1.951117,-0.270244,1.700000,1.354805,-0.140133,0.388083,-0.036150,-0.114973,0.135667,-0.153711
-0.847472,-0.003937,-0.002496,0.792352,-0.514524,0.064440,0.235179,-0.331356,0.112218,0.696434,0.209551,1.147654,0.239557,-0.044312,-0.011376,2.231674,-0.660031,-0.144809,0.261800,1.951152,-0.271168,1.700000,1.353789,-0.140266,0.387088,-0.036611,-0.114920,0.134778,-0.153133
-0.848393,-0.004589,-0.001954,0.792848,-0.514587,0.065919,0.235406,-0.330839,0.110965,0.696946,0.209229,1.147276,0.241370,-0.044502,-0.010592,2.231753,-0.661931,-0.144468,0.261800,1.951107,-0.272028,1.700000,1.352784,-0.140550,0.385740,-0.036888,-0.114655,0.133978,-0.152253
-0.848132,-0.004413,-0.001837,0.793257,-0.514664,0.067722,0.236358,-0.330990,0.110099,0.696379,0.208677,1.145910,0.243539,-0.044508,-0.010566,2.232396,-0.664283,-0.144240,0.261800,1.950900,-0.272811,1.700000,1.351883,-0.142008,0.385537,-0.038002,-0.114786,0.133834,-0.152525
-0.847707,-0.004328,-0.001600,0.793474,-0.514670,0.069289,0.237111,-0.330893,0.109288,0.695589,0.208255,1.144705,0.245438,-0.044246,-0.010553,2.232950,-0.666233,-0.144090,0.261800,1.950533,-0.273468,1.700000,1.351036,-0.142807,0.385025,-0.039189,-0.114887,0.133747,-0.152655
-0.846954,-0.004424,-0.001122,0.793305,-0.514531,0.070389,0.237465,-0.330297,0.108582,0.694353,0.208093,1.143824,0.246797,-0.043446,-0.010565,2.233326,-0.667376,-0.144097,0.261800,1.949846,-0.273874,1.700000,1.350296,-0.142288,0.383896,-0.040521,-0.114929,0.133776,-0.152501
-0.847020,-0.004279,-0.000789,0.792615,-0.513675,0.071569,0.236223,-0.329672,0.107562,0.693046,0.207371,1.142395,0.248473,-0.042822,-0.010271,2.233870,-0.668535,-0.144593,0.261800,1.949187,-0.274173,1.700000,1.350354,-0.142572,0.383772,-0.041015,-0.114520,0.133747,-0.151561
-0.847497,-0.004014,-0.000530,0.791664,-0.512459,0.072789,0.234181,-0.329034,0.106385,0.691705,0.206371,1.140692,0.250307,-0.042287,-0.009825,2.234498,-0.669702,-0.145335,0.261800,1.948543,-0.274420,1.700000,1.350811,-0.143258,0.384150,-0.041091,-0.113884,0.133688,-0.150227
-0.847651,-0.004482,-0.000321,0.792678,-0.512497,0.073167,0.235004,-0.328640,0.106139,0.692755,0.206381,1.140138,0.250524,-0.042807,-0.009446,2.235074,-0.669911,-0.144549,0.261800,1.947668,-0.274376,1.700000,1.349556,-0.143257,0.383805,-0.041215,-0.114121,0.133989,-0.149565
-0.847743,-0.004861,-0.000061,0.793289,-0.512657,0.073466,0.235601,-0.328139,0.105920,0.693682,0.206361,1.139516,0.250650,-0.043353,-0.009150,2.235685,-0.670107,-0.143842,0.261800,1.946823,-0.274183,1.700000,1.348158,-0.143361,0.383435,-0.041362,-0.114391,0.134004,-0.149333
-0.847711,-0.005064,0.000297,0.793092,-0.513061,0.073607,0.235744,-0.327419,0.105757,0.694364,0.206282,1.138760,0.250594,-0.043951,-0.009020,2.236364,-0.670273,-0.143294,0.261800,1.946037,-0.273694,1.700000,1.346473,-0.143678,0.383015,-0.041553,-0.114728,0.133449,-0.149962
-0.848238,-0.005467,0.000521,0.793309,-0.513410,0.074010,0.236298,-0.327690,0.105486,0.695577,0.206577,1.137609,0.250875,-0.044710,-0.008982,2.236791,-0.670517,-0.142449,0.261800,1.945203,-0.273419,1.700000,1.345119,-0.144007,0.382594,-0.041467,-0.114745,0.133072,-0.150278
-0.849044,-0.005970,0.000677,0.793732,-0.513731,0.074543,0.237057,-0.328455,0.105161,0.697055,0.207060,1.136260,0.251325,-0.045548,-0.008992,2.237092,-0.670799,-0.141456,0.261800,1.944347,-0.273251,1.700000,1.343930,-0.144342,0.382172,-0.041242,-0.114603,0.132785,-0.150436
-0.848594,-0.005920,0.000747,0.793376,-0.513554,0.074613,0.236672,-0.328780,0.105375,0.696383,0.207525,1.135438,0.251545,-0.044739,-0.010078,2.237673,-0.670598,-0.141435,0.261800,1.943554,-0.272795,1.700000,1.342869,-0.144812,0.381143,-0.041403,-0.114150,0.131561,-0.149651
-0.848245,-0.006093,0.000872,0.793172,-0.513323,0.074690,0.236608,-0.328705,0.105311,0.695861,0.207791,1.134611,0.251806,-0.044287,-0.010730,2.237967,-0.670315,-0.141431,0.261800,1.942703,-0.272402,1.700000,1.342170,-0.144809,0.380173,-0.041770,-0.113836,0.130639,-0.148935
-0.848097,-0.006714,0.001108,0.793275,-0.512983,0.074781,0.237188,-0.327829,0.104693,0.695642,0.207658,1.133774,0.252147,-0.044546,-0.010512,2.237684,-0.669868,-0.141461,0.261800,1.941735,-0.272135,1.700000,1.342192,-0.143857,0.379322,-0.042549,-0.113797,0.130321,-0.148357
-0.848094,-0.007226,0.001202,0.793223,-0.512833,0.074728,0.237306,-0.327292,0.104411,0.695397,0.207828,1.132978,0.252205,-0.044566,-0.010968,2.237940,-0.669673,-0.141306,0.261800,1.940847,-0.271643,1.700000,1.341046,-0.143516,0.378800,-0.043103,-0.113950,0.129890,-0.147627
-0.848164,-0.007684,0.001225,0.793093,-0.512777,0.074604,0.237193,-0.326924,0.104299,0.695140,0.208149,1.132202,0.252119,-0.044465,-0.011760,2.238464,-0.669605,-0.141060,0.261800,1.939998,-0.271039,1.700000,1.339315,-0.143479,0.378442,-0.043544,-0.114199,0.129403,-0.146820
-0.848113,-0.008239,0.001028,0.793339,-0.512771,0.074677,0.237743,-0.327400,0.104097,0.695150,0.209195,1.131441,0.252209,-0.043934,-0.012664,2.238196,-0.669275,-0.141136,0.261800,1.939147,-0.270852,1.700000,1.338866,-0.143876,0.378292,-0.043835,-0.114178,0.129011,-0.146330
-0.848048,-0.008755,0.000824,0.793570,-0.512876,0.074791,0.238341,-0.327984,0.103928,0.695104,0.210271,1.130672,0.252289,-0.043601,-0.013508,2.237922,-0.669073,-0.141111,0.261800,1.938257,-0.270756,1.700000,1.338476,-0.144350,0.378233,-0.044095,-0.114193,0.128556,-0.145984
-0.847955,-0.009195,0.000606,0.793771,-0.513201,0.074987,0.239033,-0.328787,0.103829,0.694946,0.211407,1.129884,0.252350,-0.043664,-0.014233,2.237640,-0.669130,-0.140883,0.261800,1.937293,-0.270843,1.700000,1.338203,-0.144980,0.378358,-0.044295,-0.114281,0.127973,-0.145929
-0.847346,-0.009287,0.000506,0.793495,-0.513067,0.075015,0.238990,-0.329026,0.103542,0.693738,0.211876,1.129187,0.252221,-0.043200,-0.014615,2.237495,-0.668985,-0.141073,0.261800,1.936451,-0.270775,1.700000,1.337822,-0.145323,0.378529,-0.044859,-0.114379,0.127337,-0.145703
-0.846479,-0.009206,0.000466,0.792981,-0.512704,0.074958,0.238579,-0.328983,0.103162,0.692004,0.212011,1.128535,0.251998,-0.042473,-0.014826,2.237421,-0.668740,-0.141471,0.261800,1.935671,-0.270628,1.700000,1.337387,-0.145522,0.378724,-0.045606,-0.114484,0.126674,-0.145392
-0.846235,-0.009603,0.000661,0.792975,-0.512754,0.074923,0.238659,-0.329070,0.103337,0.691792,0.212527,1.128248,0.251763,-0.042600,-0.015652,2.237543,-0.668831,-0.141077,0.261800,1.934673,-0.270302,1.700000,1.336365,-0.144715,0.377970,-0.045884,-0.114769,0.125576,-0.144684
-0.846108,-0.009924,0.000747,0.793006,-0.512670,0.074965,0.238798,-0.329223,0.103435,0.691456,0.213190,1.127775,0.251471,-0.042428,-0.016442,2.237780,-0.669094,-0.140735,0.261800,1.933765,-0.270059,1.700000,1.335467,-0.144180,0.377614,-0.046012,-0.114992,0.124795,-0.144278
-0.846213,-0.010094,0.000617,0.793114,-0.512317,0.075162,0.239054,-0.329509,0.103380,0.690870,0.214146,1.126930,0.251065,-0.041656,-0.017159,2.238247,-0.669701,-0.140496,0.261800,1.933037,-0.269984,1.700000,1.334820,-0.144190,0.378053,-0.045842,-0.115092,0.124647,-0.144478
-0.845504,-0.010205,0.000394,0.792943,-0.512009,0.075449,0.239759,-0.329691,0.103122,0.689845,0.214428,1.126201,0.250775,-0.041183,-0.017679,2.238325,-0.670109,-0.140343,0.261800,1.932165,-0.270052,1.700000,1.334484,-0.143469,0.377693,-0.045871,-0.115058,0.124073,-0.144221
-0.844389,-0.010287,0.000124,0.792634,-0.511723,0.075782,0.240688,-0.329821,0.102764,0.688600,0.214375,1.125529,0.250543,-0.040860,-0.018101,2.238210,-0.670419,-0.140233,0.261800,1.931221,-0.270191,1.700000,1.334304,-0.142381,0.376934,-0.046001,-0.114959,0.123286,-0.143735
-0.844185,-0.010402,0.000252,0.791933,-0.511525,0.075416,0.241022,-0.329709,0.102179,0.687675,0.214298,1.124791,0.249643,-0.041102,-0.018730,2.238685,-0.670693,-0.140034,0.261800,1.930943,-0.269764,1.700000,1.333759,-0.142322,0.376439,-0.046242,-0.114946,0.122736,-0.143803
-0.843997,-0.010538,0.000293,0.791483,-0.511584,0.075087,0.241403,-0.329803,0.101704,0.687204,0.214473,1.124089,0.248841,-0.041485,-0.019266,2.239106,-0.670947,-0.139690,0.261800,1.930653,-0.269478,1.700000,1.333423,-0.142574,0.376091,-0.046399,-0.114966,0.122303,-0.143885
-0.843843,-0.010719,0.000160,0.791536,-0.512159,0.074831,0.241879,-0.330312,0.101445,0.687638,0.215153,1.123459,0.248236,-0.042149,-0.019615,2.239422,-0.671160,-0.139057,0.261800,1.930337,-0.269471,1.700000,1.333505,-0.143449,0.376034,-0.046386,-0.115051,0.122108,-0.143991
-0.843956,-0.010992,0.000291,0.791412,-0.512349,0.074890,0.242440,-0.330413,0.101080,0.687762,0.215758,1.122832,0.247517,-0.042423,-0.020088,2.239930,-0.671644,-0.138511,0.261800,1.929857,-0.269222,1.700000,1.333565,-0.143639,0.375655,-0.046633,-0.114993,0.122091,-0.144148
-0.844202,-0.011312,0.000554,0.791198,-0.512347,0.075107,0.243043,-0.330310,0.100662,0.687732,0.216327,1.122207,0.246741,-0.042502,-0.020624,2.240535,-0.672262,-0.138009,0.261800,1.929294,-0.268851,1.700000,1.333614,-0.143488,0.375115,-0.047009,-0.114863,0.122163,-0.144331
-0.843867,-0.011004,0.000721,0.790357,-0.512377,0.075068,0.243097,-0.330129,0.100097,0.686904,0.216087,1.121619,0.246040,-0.042631,-0.021315,2.240989,-0.672513,-0.137799,0.261800,1.928955,-0.268436,1.700000,1.333499,-0.143414,0.374345,-0.047397,-0.114938,0.121262,-0.144286
-0.843504,-0.010838,0.000808,0.789766,-0.512494,0.074977,0.243177,-0.329787,0.099842,0.686616,0.216256,1.121242,0.245268,-0.042684,-0.022240,2.241445,-0.672635,-0.137578,0.261800,1.928585,-0.268000,1.700000,1.333257,-0.143243,0.373766,-0.047754,-0.115164,0.120838,-0.144277
-0.843085,-0.010959,0.000734,0.789674,-0.512786,0.074781,0.243308,-0.329122,0.100209,0.687410,0.217243,1.121291,0.244355,-0.042588,-0.023631,2.241908,-0.672501,-0.137338,0.261800,1.928155,-0.267524,1.700000,1.332761,-0.142879,0.373566,-0.048048,-0.115690,0.121365,-0.144340
-0.843041,-0.011092,0.000836,0.789121,-0.513162,0.074640,0.243077,-0.328693,0.100002,0.687313,0.217609,1.121351,0.243638,-0.042625,-0.024184,2.241919,-0.672007,-0.137319,0.261800,1.927867,-0.266948,1.700000,1.333380,-0.142772,0.373098,-0.048536,-0.115658,0.121125,-0.143638
-0.843184,-0.011231,0.001026,0.788338,-0.513579,0.074527,0.242663,-0.328382,0.099509,0.686771,0.217664,1.121416,0.243017,-0.042728,-0.024318,2.241704,-0.671335,-0.137411,0.261800,1.927649,-0.266321,1.700000,1.334555,-0.142793,0.372496,-0.049121,-0.115345,0.120501,-0.142555
-0.843367,-0.011285,0.001111,0.787908,-0.513681,0.074367,0.242734,-0.328777,0.099347,0.686996,0.218155,1.121724,0.242443,-0.042926,-0.025031,2.241647,-0.670972,-0.137456,0.261800,1.927330,-0.265827,1.700000,1.335404,-0.142587,0.371716,-0.049479,-0.115178,0.119701,-0.141746
-0.843414,-0.011133,0.001322,0.787208,-0.513769,0.074290,0.242362,-0.329054,0.099103,0.686808,0.218457,1.121835,0.242002,-0.042991,-0.025614,2.241819,-0.670666,-0.137562,0.261800,1.927169,-0.265099,1.700000,1.336125,-0.142659,0.370853,-0.049937,-0.114944,0.118813,-0.140922
-0.843186,-0.010569,0.001785,0.785970,-0.513831,0.074381,0.241105,-0.329091,0.098695,0.685796,0.218382,1.121552,0.241826,-0.042791,-0.025935,2.242449,-0.670472,-0.137790,0.261800,1.927327,-0.263902,1.700000,1.336587,-0.143286,0.369825,-0.050597,-0.114579,0.117748,-0.140065
-0.843573,-0.010628,0.002150,0.785488,-0.513643,0.074707,0.240757,-0.329056,0.098326,0.685696,0.218837,1.121404,0.241531,-0.043203,-0.026788,2.242963,-0.670194,-0.137658,0.261800,1.927263,-0.262905,1.700000,1.336533,-0.143489,0.369554,-0.050882,-0.114527,0.117199,-0.139569
-0.844267,-0.010998,0.002466,0.785384,-0.513331,0.075151,0.240865,-0.328986,0.097977,0.686053,0.219556,1.121324,0.241177,-0.043921,-0.027906,2.243417,-0.669874,-0.137347,0.261800,1.927090,-0.262009,1.700000,1.336220,-0.143480,0.369662,-0.050979,-0.114632,0.116908,-0.139253
-0.843983,-0.011760,0.002897,0.785060,-0.513676,0.075238,0.241411,-0.328673,0.097321,0.686326,0.219863,1.121655,0.240558,-0.044741,-0.028162,2.243252,-0.668998,-0.136866,0.261800,1.927009,-0.261047,1.700000,1.336039,-0.143508,0.369216,-0.050894,-0.114598,0.115659,-0.138251
-0.843811,-0.012366,0.003133,0.784647,-0.513926,0.075405,0.241647,-0.328333,0.096805,0.686485,0.220090,1.121960,0.240172,-0.045515,-0.028174,2.243100,-0.667944,-0.136494,0.261800,1.926927,-0.260147,1.700000,1.335959,-0.143483,0.368875,-0.050939,-0.114592,0.114593,-0.137226
-0.843865,-0.012662,0.002980,0.784052,-0.513986,0.075733,0.241264,-0.327939,0.096572,0.686416,0.220156,1.122214,0.240254,-0.046195,-0.027700,2.242975,-0.666533,-0.136340,0.261800,1.926846,-0.259372,1.700000,1.336080,-0.143352,0.368745,-0.051245,-0.114645,0.113897,-0.136152
-0.844360,-0.013197,0.003001,0.783797,-0.514592,0.076032,0.240859,-0.328209,0.096438,0.687368,0.220790,1.122465,0.240234,-0.047105,-0.027859,2.242879,-0.665489,-0.136026,0.261800,1.926744,-0.258689,1.700000,1.335950,-0.143643,0.368637,-0.051293,-0.114625,0.113043,-0.135305
-0.845075,-0.013850,0.003111,0.783710,-0.515471,0.076316,0.240443,-0.328812,0.096353,0.688831,0.221707,1.122714,0.240163,-0.048131,-0.028335,2.242797,-0.664628,-0.135633,0.261800,1.926631,-0.258051,1.700000,1.335695,-0.144145,0.368540,-0.051212,-0.114569,0.112112,-0.134571
-0.844656,-0.014207,0.003406,0.783517,-0.515136,0.077041,0.240609,-0.328344,0.095671,0.687435,0.221314,1.123135,0.240277,-0.048211,-0.027813,2.242469,-0.663505,-0.135792,0.261800,1.926158,-0.257307,1.700000,1.336476,-0.143445,0.368329,-0.051814,-0.114423,0.111678,-0.133647
-0.844152,-0.014456,0.003622,0.783334,-0.514793,0.077591,0.240919,-0.327960,0.094915,0.686192,0.220842,1.123556,0.240343,-0.048312,-0.027117,2.242072,-0.662276,-0.135902,0.261800,1.925834,-0.256490,1.700000,1.337403,-0.142985,0.367918,-0.052381,-0.114189,0.111008,-0.132380
-0.843477,-0.014493,0.003683,0.783173,-0.514437,0.077790,0.241515,-0.327746,0.094015,0.685253,0.220214,1.123976,0.240314,-0.048457,-0.026076,2.241536,-0.660833,-0.135916,0.261800,1.925811,-0.255527,1.700000,1.338624,-0.143003,0.367109,-0.052876,-0.113778,0.109866,-0.130429
-0.842900,-0.014817,0.003772,0.783720,-0.514072,0.078313,0.241984,-0.326649,0.093694,0.685286,0.220295,1.124547,0.240482,-0.048481,-0.026424,2.241110,-0.659918,-0.135825,0.261800,1.925493,-0.254156,1.700000,1.339809,-0.143057,0.366043,-0.053086,-0.113482,0.109159,-0.128562
-0.842372,-0.015284,0.003877,0.784622,-0.513701,0.079000,0.242390,-0.325110,0.093662,0.685806,0.220732,1.125195,0.240748,-0.048446,-0.027466,2.240738,-0.659267,-0.135682,0.261800,1.925029,-0.252581,1.700000,1.340976,-0.143131,0.364849,-0.053154,-0.113244,0.108669,-0.126737
-0.842215,-0.015633,0.003802,0.784598,-0.513392,0.079708,0.242581,-0.325167,0.092668,0.684738,0.220558,1.125370,0.240657,-0.048757,-0.028081,2.240465,-0.659099,-0.135989,0.261800,1.924600,-0.251814,1.700000,1.341593,-0.142736,0.364322,-0.053762,-0.112714,0.107852,-0.125028
-0.842051,-0.015792,0.003837,0.784420,-0.512966,0.080187,0.242659,-0.325149,0.091828,0.683691,0.220385,1.125587,0.240499,-0.049080,-0.028779,2.240290,-0.658847,-0.136141,0.261800,1.924356,-0.250890,1.700000,1.342119,-0.142565,0.363599,-0.054213,-0.112174,0.106926,-0.123378
-0.841870,-0.015572,0.004093,0.783937,-0.512303,0.080208,0.242509,-0.324978,0.091293,0.682685,0.220211,1.125887,0.240210,-0.049425,-0.029643,2.240309,-0.658428,-0.135982,0.261800,1.924485,-0.249652,1.700000,1.342465,-0.142842,0.362488,-0.054348,-0.111615,0.105783,-0.121846
-0.841674,-0.015850,0.004200,0.783935,-0.511977,0.080186,0.243070,-0.324732,0.090565,0.682616,0.219556,1.126427,0.239534,-0.050275,-0.029836,2.240119,-0.658013,-0.135563,0.261800,1.924562,-0.248642,1.700000,1.342599,-0.143451,0.361680,-0.054394,-0.111285,0.104603,-0.120166
-0.841469,-0.016377,0.004233,0.784174,-0.511818,0.080143,0.243985,-0.324448,0.089739,0.683016,0.218661,1.127086,0.238666,-0.051378,-0.029693,2.239822,-0.657602,-0.135013,0.261800,1.924613,-0.247748,1.700000,1.342627,-0.144226,0.361025,-0.054395,-0.111070,0.103405,-0.118413
-0.841055,-0.016871,0.004309,0.784040,-0.512250,0.080520,0.244798,-0.324839,0.088740,0.683209,0.218307,1.127119,0.238335,-0.051959,-0.030324,2.239549,-0.658581,-0.134690,0.261800,1.924200,-0.247547,1.700000,1.342238,-0.144550,0.360255,-0.054975,-0.110975,0.102046,-0.117475
-0.840741,-0.017252,0.004397,0.783951,-0.512495,0.080860,0.245337,-0.325025,0.088045,0.683367,0.218013,1.127278,0.237949,-0.052583,-0.031049,2.239402,-0.659457,-0.134346,0.261800,1.923807,-0.247088,1.700000,1.341780,-0.144638,0.359404,-0.055387,-0.110796,0.100871,-0.116200
-0.840625,-0.017407,0.004511,0.783954,-0.512368,0.081127,0.245327,-0.324803,0.087961,0.683457,0.217836,1.127689,0.237452,-0.053290,-0.031961,2.239507,-0.660125,-0.133961,0.261800,1.923454,-0.246112,1.700000,1.341185,-0.144252,0.358390,-0.055465,-0.110449,0.100062,-0.114246
-0.840716,-0.017659,0.004543,0.783653,-0.512454,0.081305,0.245128,-0.324800,0.087611,0.683736,0.217630,1.127962,0.236972,-0.054207,-0.032455,2.239589,-0.661019,-0.133585,0.261800,1.923148,-0.245650,1.700000,1.340736,-0.144145,0.357791,-0.055670,-0.109990,0.098929,-0.112599
-0.840911,-0.017960,0.004535,0.783200,-0.512648,0.081437,0.244834,-0.324906,0.087128,0.684109,0.217411,1.128165,0.236502,-0.055229,-0.032740,2.239660,-0.662026,-0.133213,0.261800,1.922866,-0.245444,1.700000,1.340359,-0.144178,0.357399,-0.055939,-0.109476,0.097634,-0.111106
-0.841242,-0.018373,0.004724,0.783658,-0.512521,0.081730,0.245800,-0.325394,0.086291,0.684862,0.217078,1.127954,0.235893,-0.055655,-0.032890,2.239641,-0.663938,-0.132648,0.261800,1.922240,-0.245615,1.700000,1.339206,-0.144005,0.356761,-0.055746,-0.109188,0.097287,-0.110529
-0.841389,-0.018865,0.004844,0.783924,-0.512403,0.081899,0.246467,-0.325406,0.085543,0.685475,0.216887,1.127745,0.235211,-0.056032,-0.032982,2.239650,-0.665768,-0.132169,0.261800,1.921693,-0.245784,1.700000,1.338095,-0.144007,0.356229,-0.055745,-0.108945,0.096839,-0.110045
-0.841168,-0.019513,0.004824,0.783804,-0.512304,0.081823,0.246534,-0.324468,0.084971,0.685807,0.216981,1.127544,0.234382,-0.056308,-0.032958,2.239714,-0.667434,-0.131861,0.261800,1.921304,-0.245949,1.700000,1.337067,-0.144359,0.355909,-0.056129,-0.108790,0.096188,-0.109744
-0.840767,-0.020149,0.004887,0.783633,-0.511816,0.081673,0.246769,-0.323589,0.084031,0.685453,0.216509,1.127446,0.233472,-0.056490,-0.032574,2.239309,-0.669021,-0.131777,0.261800,1.920785,-0.246207,1.700000,1.335989,-0.144248,0.355178,-0.056651,-0.108610,0.095233,-0.109202
-0.840276,-0.020779,0.004991,0.783435,-0.511133,0.081485,0.247087,-0.322741,0.082908,0.684755,0.215754,1.127400,0.232522,-0.056624,-0.032010,2.238669,-0.670567,-0.131803,0.261800,1.920199,-0.246511,1.700000,1.334887,-0.143906,0.354242,-0.057241,-0.108418,0.094125,-0.108538
-0.839415,-0.021133,0.005071,0.782493,-0.510768,0.081396,0.247225,-0.322624,0.081799,0.683370,0.215186,1.127418,0.231451,-0.056922,-0.032277,2.238611,-0.672441,-0.131841,0.261800,1.919579,-0.246590,1.700000,1.334312,-0.144076,0.353164,-0.058115,-0.107854,0.092518,-0.107433
-0.838542,-0.021594,0.005085,0.781795,-0.510339,0.081323,0.247694,-0.322430,0.080674,0.681752,0.214516,1.127365,0.230416,-0.056990,-0.032627,2.238579,-0.674602,-0.131847,0.261800,1.918953,-0.246820,1.700000,1.333737,-0.144372,0.352427,-0.058899,-0.107397,0.090938,-0.106408
-0.837648,-0.022271,0.004963,0.781585,-0.509784,0.081281,0.248826,-0.322083,0.079517,0.679669,0.213644,1.127171,0.229450,-0.056599,-0.033146,2.238602,-0.677341,-0.131787,0.261800,1.918313,-0.247352,1.700000,1.333162,-0.144922,0.352376,-0.059504,-0.107153,0.089412,-0.105546
-0.836865,-0.022820,0.004588,0.781343,-0.509347,0.080971,0.249706,-0.321804,0.078780,0.677614,0.213202,1.127224,0.228558,-0.056074,-0.033447,2.238774,-0.680244,-0.131920,0.261800,1.917733,-0.247921,1.700000,1.332890,-0.145862,0.352390,-0.059991,-0.106780,0.088109,-0.104321
